epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,822962,3.6769,2.16998,0.80999,0.03577,0.0138,0.02065,0.00544,4.13461,2.52489,0.8128,0.000958,0.000958,0.000958
139,831377,3.68687,2.16115,0.81062,0.0357,0.01378,0.02062,0.00545,4.13495,2.53087,0.81256,0.000892,0.000892,0.000892
140,839538,3.66909,2.1512,0.80995,0.03568,0.01377,0.0206,0.00545,4.13474,2.53269,0.8126,0.000826,0.000826,0.000826
141,844273,3.20013,1.92273,0.71451,0.03581,0.01379,0.02317,0.00619,4.13881,2.52275,0.813,0.00076,0.00076,0.00076
142,845926,3.20002,1.91076,0.7197,0.03577,0.01375,0.02315,0.00578,4.14073,2.53092,0.8133,0.000694,0.000694,0.000694
143,850332,3.19799,1.91377,0.71599,0.03536,0.01358,0.02293,0.00572,4.14306,2.5446,0.81369,0.000628,0.000628,0.000628
144,851188,3.20173,1.89931,0.7158,0.03499,0.01344,0.02274,0.00567,4.14518,2.56071,0.81393,0.000562,0.000562,0.000562
145,857434,3.20007,1.91111,0.7163,0.03446,0.01323,0.02246,0.00562,4.14558,2.57531,0.8138,0.000496,0.000496,0.000496
146,862209,3.19803,1.89964,0.71809,0.0341,0.01309,0.02226,0.00559,4.1471,2.5958,0.8141,0.00043,0.00043,0.00043
147,870562,3.20777,1.91017,0.72035,0.03389,0.013,0.02215,0.00556,4.14842,2.60817,0.81442,0.000364,0.000364,0.000364
148,872637,3.19526,1.9025,0.71512,0.03356,0.01288,0.02198,0.00551,4.14801,2.6205,0.81388,0.000298,0.000298,0.000298
149,878036,3.19609,1.90216,0.72016,0.03319,0.01275,0.02179,0.00546,4.14797,2.63428,0.81389,0.000232,0.000232,0.000232
150,880943,3.18849,1.89713,0.71355,0.03295,0.01266,0.02166,0.00545,4.14928,2.64671,0.81382,0.000166,0.000166,0.000166
